/content/object-detection-gun-retinanet/dataset/images/armas (254).jpg,52,5,570,348,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1459).jpg,13,120,333,442,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1806).jpg,165,129,280,361,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2408).jpg,3,2,158,114,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1197).jpg,13,136,359,364,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1197).jpg,78,7,492,218,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2225).jpg,26,3,130,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2272).jpg,2,1,157,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1173).jpg,41,15,478,319,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2550).jpg,5,1,155,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (261).jpg,257,146,344,208,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (130).jpg,139,74,226,258,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1544).jpg,181,136,289,279,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2038).jpg,3,1,449,354,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1741).jpg,28,54,450,331,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1660).jpg,136,225,184,256,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2107).jpg,3,2,397,297,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (493).jpg,7,50,217,200,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (676).jpg,246,280,1273,900,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2340).jpg,8,5,154,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1067).jpg,29,172,162,236,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1067).jpg,202,167,327,242,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1067).jpg,373,169,498,242,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1552).jpg,94,131,123,166,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1602).jpg,53,48,231,456,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2593).jpg,8,1,154,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1614).jpg,153,106,175,124,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1344).jpg,44,18,234,293,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1344).jpg,228,22,417,292,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2361).jpg,10,1,157,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1778).jpg,640,50,1257,1141,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1667).jpg,3,57,206,406,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (3000).jpg,161,82,187,120,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (3000).jpg,24,101,48,129,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (3000).jpg,71,98,84,124,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (3000).jpg,306,22,349,67,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1570).jpg,21,13,406,476,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (4).jpg,30,157,171,246,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (838).jpg,64,44,203,136,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2230).jpg,5,2,159,114,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1093).jpg,35,10,780,536,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (505).jpg,8,2,265,181,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1966).jpg,133,327,543,651,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1881).jpg,285,34,1097,701,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1536).jpg,317,132,453,197,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1852).jpg,45,1,171,250,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2249).jpg,4,1,157,120,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (880).jpg,54,46,145,188,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1019).jpg,39,55,165,145,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (291).jpg,99,218,262,300,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (291).jpg,390,65,634,181,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2484).jpg,2,1,158,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (364).jpg,2,35,95,161,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1781).jpg,19,45,223,100,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1194).jpg,291,102,390,170,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (413).jpg,49,81,982,682,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (99).jpg,930,393,1403,909,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1342).jpg,4,1,1019,431,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2663).jpg,1,1,154,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (110).jpg,239,51,1027,667,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (745).jpg,37,46,645,397,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2491).jpg,3,1,158,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2740).jpg,5,9,152,112,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2964).jpg,9,268,124,365,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (135).jpg,222,139,271,194,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (469).jpg,351,106,821,329,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (592).jpg,231,40,554,419,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1820).jpg,1,219,894,968,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2798).jpg,469,124,625,366,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2103).jpg,102,242,203,394,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1492).jpg,60,185,341,388,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1492).jpg,151,36,431,240,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (999).jpg,59,32,174,98,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (857).jpg,32,23,228,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1755).jpg,23,55,486,281,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (251).jpg,377,161,486,245,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (232).jpg,284,189,332,239,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (216).jpg,355,30,547,186,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (315).jpg,16,90,98,125,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2695).jpg,4,2,154,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2900).jpg,97,77,652,887,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (941).jpg,43,3,261,161,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2306).jpg,2,3,159,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2415).jpg,2,2,156,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (940).jpg,118,72,141,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1759).jpg,2,16,105,157,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1759).jpg,192,43,317,129,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1759).jpg,243,77,396,227,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1684).jpg,327,149,347,164,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1247).jpg,151,1,999,744,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2715).jpg,2,1,156,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1359).jpg,112,282,389,481,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1359).jpg,27,21,343,215,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (478).jpg,2,124,158,333,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1045).jpg,70,27,209,127,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1471).jpg,76,72,158,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1471).jpg,155,73,190,99,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1458).jpg,31,89,463,259,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (359).jpg,77,60,444,228,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2701).jpg,3,1,157,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2660).jpg,1,1,157,114,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (938).jpg,46,19,200,123,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1762).jpg,13,14,496,243,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2217).jpg,4,3,158,112,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1330).jpg,3,60,556,388,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2652).jpg,2,4,157,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1935).jpg,141,201,958,823,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1082).jpg,340,32,537,103,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2566).jpg,4,3,157,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (87).jpg,839,78,1052,515,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1809).jpg,399,191,469,253,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2537).jpg,2,1,155,110,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,30,226,176,320,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,7,153,179,255,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,102,89,214,136,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,184,138,347,239,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,238,238,346,324,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,317,205,459,306,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,322,103,450,195,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,181,33,303,129,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,30,7,213,139,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1607).jpg,265,7,438,99,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2945).jpg,23,78,396,340,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1929).jpg,1,87,1034,1497,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1059).jpg,1,1,637,480,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (310).jpg,58,70,135,123,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2324).jpg,2,3,153,114,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2918).jpg,116,568,309,698,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1908).jpg,380,905,554,1048,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1020).jpg,18,5,58,123,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1415).jpg,22,67,438,276,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (775).jpg,1,2,300,198,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (70).jpg,101,35,124,55,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2556).jpg,4,1,158,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (463).jpg,351,139,596,682,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2147).jpg,178,204,332,273,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2147).jpg,123,302,275,370,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2147).jpg,354,236,467,293,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2147).jpg,446,166,575,216,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2147).jpg,475,75,616,127,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2147).jpg,552,119,647,147,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2387).jpg,3,1,155,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2382).jpg,8,3,149,110,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2875).jpg,45,12,235,164,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2875).jpg,169,95,367,248,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2940).jpg,86,121,220,218,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1475).jpg,23,112,418,340,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2779).jpg,105,11,480,295,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2468).jpg,23,1,155,95,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2568).jpg,2,5,151,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1138).jpg,49,13,256,188,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (612).jpg,743,341,3350,2125,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2181).jpg,3,2,157,108,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2767).jpg,4,3,154,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1518).jpg,185,258,208,275,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1399).jpg,17,170,318,398,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1399).jpg,138,13,483,276,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1962).jpg,283,168,315,189,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1624).jpg,167,140,495,336,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (369).jpg,141,227,182,330,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2060).jpg,20,67,257,111,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1899).jpg,182,175,246,244,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2251).jpg,7,1,157,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (561).jpg,22,79,200,127,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1346).jpg,85,26,477,413,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1998).jpg,394,234,547,301,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1719).jpg,17,38,494,344,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1063).jpg,4,3,459,211,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2575).jpg,1,4,158,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1931).jpg,762,311,1234,863,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (416).jpg,271,404,426,465,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2594).jpg,4,1,156,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1938).jpg,165,196,290,287,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1954).jpg,176,70,230,152,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2087).jpg,88,120,184,190,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2988).jpg,30,426,268,645,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2437).jpg,4,1,154,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (523).jpg,2,28,220,169,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2250).jpg,1,2,158,120,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (956).jpg,71,43,217,97,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (916).jpg,65,34,215,137,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1613).jpg,26,88,490,323,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2941).jpg,59,27,549,288,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2229).jpg,4,4,157,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (641).jpg,80,136,640,481,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2591).jpg,1,5,158,114,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (399).jpg,155,358,326,543,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1061).jpg,1279,526,1450,847,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (152).jpg,150,82,186,155,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (524).jpg,10,3,158,102,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2025).jpg,417,98,674,482,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2339).jpg,3,1,155,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1754).jpg,9,2,449,325,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1997).jpg,102,58,348,324,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2105).jpg,262,305,500,502,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2869).jpg,191,140,325,232,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2287).jpg,3,4,157,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2531).jpg,9,12,148,109,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1621).jpg,20,23,536,414,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (403).jpg,32,133,355,474,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2931).jpg,28,100,60,159,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1692).jpg,127,149,292,235,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (431).jpg,11,20,116,87,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2818).jpg,7,6,278,160,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (188).jpg,151,3,655,444,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (109).jpg,9,222,194,518,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (104).jpg,94,107,171,173,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (5).jpg,358,184,647,604,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (5).jpg,621,10,817,361,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (396).jpg,148,181,474,423,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1449).jpg,13,102,487,293,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2645).jpg,2,4,158,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1777).jpg,408,233,1836,1075,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2597).jpg,3,1,156,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (411).jpg,440,143,852,450,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2031).jpg,85,157,135,206,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2486).jpg,1,1,157,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (148).jpg,428,745,745,1095,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1990).jpg,86,36,556,259,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (450).jpg,191,505,342,656,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2666).jpg,4,3,157,117,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1102).jpg,171,84,1315,460,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (437).jpg,64,283,180,378,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2937).jpg,72,41,110,122,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2101).jpg,8,8,686,443,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (922).jpg,70,73,132,106,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (922).jpg,46,116,109,149,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (922).jpg,137,87,188,125,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (922).jpg,189,20,242,54,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (922).jpg,178,58,236,95,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2063).jpg,140,143,202,197,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2063).jpg,322,150,362,189,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (202).jpg,399,186,638,733,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (375).jpg,268,58,522,331,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2134).jpg,60,74,720,389,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2775).jpg,2,3,159,118,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (959).jpg,66,69,242,157,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (44).jpg,847,389,1088,757,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1893).jpg,153,205,492,375,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (217).jpg,141,212,543,392,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1235).jpg,24,13,444,311,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (387).jpg,6,106,698,406,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1683).jpg,356,225,498,374,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2982).jpg,179,120,316,252,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2335).jpg,6,3,155,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (659).jpg,24,61,196,176,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1456).jpg,39,155,149,207,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (327).jpg,31,40,121,152,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2808).jpg,51,28,229,428,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1905).jpg,144,254,836,640,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2425).jpg,4,3,153,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (356).jpg,110,60,1195,852,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1447).jpg,57,121,396,259,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2922).jpg,140,261,177,312,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2922).jpg,206,261,248,325,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1008).jpg,19,26,67,83,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (374).jpg,864,266,1764,1154,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (796).jpg,46,40,268,152,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (849).jpg,145,50,237,120,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (627).jpg,336,279,526,440,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2534).jpg,1,5,158,114,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (509).jpg,71,12,239,123,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2028).jpg,197,162,235,187,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (983).jpg,15,15,258,152,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1577).jpg,111,21,294,254,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2167).jpg,3,9,154,107,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1379).jpg,85,348,243,457,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1379).jpg,277,349,420,464,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1379).jpg,9,222,156,328,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1379).jpg,185,228,333,333,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1379).jpg,339,241,456,339,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1057).jpg,180,163,1135,553,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2168).jpg,3,2,154,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2934).jpg,170,312,277,419,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (317).jpg,165,36,236,155,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2476).jpg,1,1,157,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1007).jpg,98,43,212,116,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2820).jpg,144,285,203,392,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (620).jpg,201,23,506,248,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (386).jpg,193,218,366,444,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1593).jpg,30,87,491,318,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2865).jpg,39,48,516,321,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2590).jpg,5,3,155,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1040).jpg,139,44,239,99,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2354).jpg,8,1,154,115,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (134).jpg,37,200,199,363,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2735).jpg,5,3,158,113,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1972).jpg,136,11,422,156,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1972).jpg,136,110,433,238,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2334).jpg,1,1,157,119,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (82).jpg,147,438,358,846,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1922).jpg,35,104,940,584,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (1229).jpg,40,38,76,88,pistol
/content/object-detection-gun-retinanet/dataset/images/armas (2294).jpg,2,1,157,119,pistol
